Pair,Liquidity New,Liquidity Old,Volume 24h New,Volume 24h Old,Ascending Triangle,Whale Activity,Divergence Up
RAWR/SOL,34385.32,34821.24,36725.82,38031.48,False,False,False
INV/WETH,1358891.13,1340942.94,44426.05,46618.88,False,False,False
DOLA/INV,1063717.51,1065503.33,43384.53,48198.69,False,False,False
USDH/USDT,105843.86,105860.43,34977.85,35177.68,False,False,False
USDC/USDH,29093.25,29096.58,26638.11,26996.53,False,False,False
STSOL/USDH,7373.09,7339.78,605242.45,605256.52,False,False,False
CHILL/SOL,53536.31,53536.31,24749.91,24749.91,False,False,False
WUSDC/WUSDT,91148.96,91152.84,38067.43,46306.02,False,False,False
USDC/WUSDT,39781.72,39782.11,19849.99,28528.08,False,False,False
PIKA/USDT,106172.19,107323.8,13803.83,14483.78,False,False,False
STO/USDT,456687.09,456183.34,353725.92,356500.13,False,False,False
STO/WBNB,1102110.75,1102110.75,51840.19,52088.01,False,False,False
STO/USD1,233141.92,231922.3,61561.68,58637.81,False,False,False
GPC/WBNB,691363.19,688711.42,79449.49,79854.12,False,False,False
STONE/WETH,15427850.59,15427850.59,18871.45,175535.42,False,False,False
MASK/SOL,798886.99,800437.59,991297.36,1061586.09,False,False,False
MASK/USDC,896563.68,894374.69,548256.44,548014.3,False,False,False
ROBOT/VIRTUAL,235270.62,234601.41,78589.05,80964.26,False,False,False
ATA/WBNB,194326.65,0.0,10050.53,0.0,False,False,False
LUX/SOL,555471.0,552301.44,94125.66,105768.13,False,False,False
AI/SOL,182698.42,189397.36,687776.23,758350.32,False,False,False
AI/WETH,96904.0,94336.11,24556.3,22943.53,False,False,False
HOUSE/SOL,1770120.74,1748237.83,2328321.64,2307115.25,False,False,False
BITTY/HOUSE,16199.25,19431.03,13305.21,11875.9,False,False,False
SLIME/WETH,29136.64,26206.76,89974.22,73622.42,False,False,False
BUSD/SD,73515.21,0.0,14683.21,0.0,False,False,False
SD/USDC,514309.23,468886.83,295385.79,244452.34,False,False,False
ETH/SD,106127.09,101043.09,12490.61,10500.19,False,False,False
GMT/USDT,2670355.93,2668203.29,104479.13,105395.44,False,False,False
GMT/USDC,175044.72,175044.72,64154.62,64154.62,False,False,False
GMT/WPOL,24404.86,24266.68,23245.33,24236.26,False,False,False
GMT/SOL,15273.56,15258.03,10847.82,10997.64,False,False,False
GMT/WETH,79336.95,79527.42,105066.36,114999.9,False,False,False
GUARD/VIRTUAL,77396.08,76374.88,11294.28,12063.62,False,False,False
SDT/WETH,1871799.05,1871799.05,15718.57,18482.76,False,False,False
RING/VIRTUAL,304913.93,297763.9,81070.73,82452.71,False,False,False
RING/WETH,462510.52,462510.52,15117.5,15138.92,False,False,False
PURR/WHYPE,6708142.19,6612736.44,859964.67,920266.75,False,False,False
OG/SOL,58221.36,55734.04,226698.17,228839.53,False,False,False
JET/JET1,3076841.83,3076841.83,74987.98,74987.98,False,False,False
BLAST/WETH,258071.03,256382.27,47721.53,58120.37,False,False,False
DREAM/SOL,106514.59,106142.27,276695.9,277962.69,False,False,False
DREAM/WETH,124551.53,124398.19,21335.32,21807.6,False,False,False
TOPIA/WETH,525749.11,525749.11,47497.86,50178.43,False,False,False
FAF/SOL,392927.16,394473.61,18862.42,14383.53,False,False,False
CBBTC/TBTC,3495689.4,3497307.38,7261021.02,7398331.64,False,False,False
TBTC/USDC,941000.91,940104.11,28491.45,28568.03,False,False,False
TBTC/WETH,471747.46,470683.01,398205.36,386644.1,False,False,False
TBTC/WBTC,5790585.12,5790585.12,168615.68,168615.68,False,False,False
DRG/WSEI,933807.26,926051.89,35982.74,35370.92,False,False,False
DRG/USDC,269344.76,267915.72,28618.52,27991.09,False,False,False
MOOSE/WETH,229256.54,229256.54,45639.6,45658.01,False,False,False
CHAOS/WETH,1017570.33,1011869.66,11109.41,11177.58,False,False,False
DMC/USDC,393383.31,393118.63,366798.06,379544.59,False,False,False
CAT/WBNB,11538199.98,11482345.59,1370775.15,1381604.8,False,False,False
CAT/SOL,615253.22,613733.42,328522.48,317416.54,False,False,False
CAT/LEGIT,8987593.23,9081889.42,850796.82,795244.03,False,False,False
CAT/WETH,655249.35,649326.52,11941.48,12032.24,False,False,False
GOD/WETH,366843.45,360058.53,83064.74,81260.55,False,False,False
GOD/SOL,145130.4,141532.66,219729.98,366439.41,False,False,False
VISION/WETH,163191.17,160389.15,125326.0,157163.64,False,False,False
BLS/USDC,173536.99,172985.84,87199.22,94518.12,False,False,False
BLACK/BLS,83889.44,83163.5,19007.31,20077.91,False,False,False
TPT/USDT,751882.14,751882.14,12422.62,12869.43,False,False,False
BLOCK/USD1,2715371.2,2716539.17,2200671.78,2232250.54,False,False,False
BLOCK/USDC,191011.63,377486.65,216753.12,220263.56,False,False,False
BLOCK/WETH,3397733.42,3402734.6,3777753.63,3823388.75,False,False,False
BLOCK/USDT,291908.93,292829.61,178152.8,173097.94,False,False,False
AIR/WETH,18645.67,18466.15,17892.73,16259.57,False,False,False
GOG/SOL,103932.19,103395.84,72558.93,72723.02,False,False,False
DINO/WETH,9895589.32,9853935.95,307261.91,312816.77,False,False,False
SNT/USDT,367362.61,367457.3,20962.76,21835.33,False,False,False
SNT/WETH,1287659.51,1287659.51,66232.88,68418.93,False,False,False
SOL/VERSE,1894832.68,1885702.56,385584.74,346021.75,False,False,False
VERSE/WETH,809503.63,0.0,10102.11,0.0,False,False,False
CTC/USDT,345635.72,359772.78,98919.89,104101.21,False,False,False
CTC/USDC,439051223.0,439051223.0,66669.33,66669.33,False,False,False
RENT/SOL,44527.17,44527.17,30362.45,30362.45,False,False,False
DUCK/SOL,114951.72,114161.6,114671.95,115106.26,False,False,False
DUCK/TON,53363.25,52190.02,41405.86,40326.77,False,False,False
ETH/SHIB,437346.78,427888.82,46676.73,47971.73,False,False,False
SHIB/SOL,214065.32,212650.42,19372.04,19343.0,False,False,False
SHIB/WCRO,344367.23,341139.38,15689.61,15466.88,False,False,False
SHIB/WBNB,619359.54,616309.46,50384.7,51827.8,False,False,False
SHIB/USDT,78270.73,78239.78,17538.02,17446.75,False,False,False
ANA/USDC,85646.92,0.0,21841.46,0.0,False,False,False
RZ/WBNB,550752.36,549400.38,22425.05,22338.17,False,False,False
MGC/RZ,42895642.84,42895986.43,75422.04,83809.9,False,False,False
RZ/USDT,522025.67,521362.8,29435.65,29655.29,False,False,False
RZ/SOL,7738.76,7738.76,159193.12,159193.12,False,False,False
RP1/RZ,23272819.01,23091439.15,47731.29,54156.53,False,False,False
COOKIE/USDT,302635.33,301395.06,238641.47,241742.15,False,False,False
COOKIE/WETH,846695.58,842383.33,507125.67,519901.0,False,False,False
LLM/SOL,501033.51,496206.95,36959.07,49101.16,False,False,False
LEGIT/LLM,3501777.56,3501777.56,48425.33,48431.37,False,False,False
RAIN/SOL,137863.42,137863.42,10802.23,11071.31,False,False,False
MINA/USDC,255569399.81,255569399.81,46671.33,46671.33,False,False,False
MEN/SOL,14980.78,15131.67,32391.32,32230.71,False,False,False
AST/ETH,463351.06,463351.06,11163.44,11163.44,False,False,False
OP/WETH,1685942.9,1676495.59,1278144.97,1472039.64,False,False,False
OP/USDC,666927.32,656757.97,1177506.89,1232700.24,False,False,False
OP/USDT,41037.49,40778.44,55403.09,58702.67,False,False,False
OP/WSTETH,39422.42,120000.35,82458.14,96067.62,False,False,False
OP/WBTC,25589.28,25412.73,53402.87,58126.47,False,False,False
USDC/XLFNTY,500541.13,500541.13,22317.69,22317.69,False,False,False
BC/WBNB,126778.69,126991.75,26521.82,26624.27,False,False,False
BC/SOL,2483578.66,2463720.91,42347.3,42876.15,False,False,False
BC/USDT,69304.3,69304.3,77629.62,84871.17,False,False,False
CHAMP/USDC,1058161.55,1056755.19,182292.73,194634.99,False,False,False
CHAMP/WETH,209735.13,210365.01,73488.47,73356.36,False,False,False
CBBTC/CHAMP,71915.86,71915.86,16130.65,16493.61,False,False,False
CHAMP/WETH.E,959368.06,951912.99,159163.19,171407.64,False,False,False
BLACK/CHAMP,440512.68,436773.43,68523.69,91889.23,False,False,False
LILY/WETH,91731.07,91364.79,22127.96,22717.23,False,False,False
SOL/WING,50439.13,49916.76,21795.36,21486.14,False,False,False
OMNI/WETH,345681.68,345681.68,17420.46,18920.75,False,False,False
OMNI/SOL,81560.13,80248.07,24458.13,24470.09,False,False,False
AURA/SOL,6780691.83,6838725.23,1446705.74,1557275.3,False,False,False
AURA/VIRTUAL,114520.79,113200.61,10079.2,10393.05,False,False,False
